День,Название группы,№ Группы,Тип условия показа,Ключевая фраза,Условие подбора аудитории,Условие подбора аудитории,Название корректировки,Корректировки,Поисковый запрос,Категория запроса,Упоминания брендов в запросах,Тип соответствия,Подобранная фраза,№ Объявления,Заголовок,Статус объявления,Тип объявления,Текст,Ссылка,Путь до изображения,Название файла изображения,Идентификатор видео,Путь до превью видео,Формат,Источник текста,Название товара или каталога,Производитель товара,Категория товара,Тип площадки,Вид размещения,Тематика телеграм-канала,Тип устройства,Тип операционной системы,Тип связи,Пол,Возраст,Уровень платежеспособности,Уровень трат в категории,"Расход, ₽",Показы,Клики,Конверсии,"CR, %","CPA, ₽","CTR, %","CPC, ₽",Взвешенные показы,"Взвешенный CTR, %",Ср. объём трафика,Ср. позиция показа,Ср. позиция клика,"Отказы, %",Глубина просмотра
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Выход на луфаря из порта в Сириусе. Групповая рыбалка, 2 800 ₽/чел., 3 часа в море,",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5091246/eJkNsr7pERkqykoLdhRK4Q,луфарь квадратная.png,1164309545,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/c6174e92-68a5-4d5f-8024-056db8bd88fb/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Выход на луфаря из порта в Сириусе. Групповая рыбалка, 2 800 ₽/чел., 3 часа в море,",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5091246/eJkNsr7pERkqykoLdhRK4Q,луфарь квадратная.png,1164309545,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/c6174e92-68a5-4d5f-8024-056db8bd88fb/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Выход на луфаря из порта в Сириусе. Групповая рыбалка, 2 800 ₽/чел., 3 часа в море,",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5091246/eJkNsr7pERkqykoLdhRK4Q,луфарь квадратная.png,1164309545,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/c6174e92-68a5-4d5f-8024-056db8bd88fb/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,3,0,0,-,-,0.00,-,3.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Ищете луфаря в Сочи? Место на катамаране, 2 800 ₽/чел. Бронь +7 918 304-40-00",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5091246/eJkNsr7pERkqykoLdhRK4Q,луфарь квадратная.png,1164309545,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/c6174e92-68a5-4d5f-8024-056db8bd88fb/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Рыбалка на луфаря в Сочи: «Моряк Попай», билет 2 800 ₽/чел., 3 часа. Снасти на борту.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4557576/hncqs4PkvXgkWWFmr_Nh2A,луфарь горизонталь.png,1164309545,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/c6174e92-68a5-4d5f-8024-056db8bd88fb/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Рыбалка на луфаря в Сочи: «Моряк Попай», билет 2 800 ₽/чел., 3 часа. Снасти на борту.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4557576/hncqs4PkvXgkWWFmr_Nh2A,луфарь горизонталь.png,1164309545,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/c6174e92-68a5-4d5f-8024-056db8bd88fb/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Не определен,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Рыбалка на луфаря в Сочи: «Моряк Попай», билет 2 800 ₽/чел., 3 часа. Снасти на борту.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4557576/hncqs4PkvXgkWWFmr_Nh2A,луфарь горизонталь.png,1164309545,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/c6174e92-68a5-4d5f-8024-056db8bd88fb/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,18-24 года,Остальные,Не определено,0.00,1,1,0,0.00,-,100.00,0.00,1.00,100.00,100.00,-,-,0.00,1.00
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Рыбалка на луфаря в Сочи: «Моряк Попай», билет 2 800 ₽/чел., 3 часа. Снасти на борту.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4557576/hncqs4PkvXgkWWFmr_Nh2A,луфарь горизонталь.png,1164309545,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/c6174e92-68a5-4d5f-8024-056db8bd88fb/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Морская рыбалка - 3 часа в море - снасти включены,Активные,Комбинаторное,"Рыбалка на луфаря в Сочи: «Моряк Попай», билет 2 800 ₽/чел., 3 часа. Снасти на борту.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/5231972/QEz8JNU7UAq4yt_lLVsOHw,луфарь вертикаль.png,1164309545,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/c6174e92-68a5-4d5f-8024-056db8bd88fb/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,Старше 55,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,"Морская рыбалка в Сочи, осенний сезон - 2800 ₽ / чел.",Активные,Комбинаторное,"Ищете луфаря в Сочи? Место на катамаране, 2 800 ₽/чел. Бронь +7 918 304-40-00",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4557576/hncqs4PkvXgkWWFmr_Nh2A,луфарь горизонталь.png,1164309545,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/c6174e92-68a5-4d5f-8024-056db8bd88fb/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,45-54 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,,Не определено,-,-,,1919656966051937203,Рыбалка на луфаря в Сириусе — 2 800 ₽/чел.,Активные,Комбинаторное,"Выход на луфаря из порта в Сириусе. Групповая рыбалка, 2 800 ₽/чел., 3 часа в море,",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},http://direct.yandex.ru/images/direct/4557576/hncqs4PkvXgkWWFmr_Nh2A,луфарь горизонталь.png,1164309545,https://avatars.mds.yandex.net/get-media-adv-screenshooter/20244079/c6174e92-68a5-4d5f-8024-056db8bd88fb/orig,Текстово-графический,Оригинальный,,,,Сети,Прочее,Не определено,Десктопы,Не определён,Wi-Fi,Женский,18-24 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,1.00,0.00,100.00,-,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,аренда катеров лодок яхт,Широкие запросы,Запросы без упоминания брендов,-,,1919656966051937203,Луфарь на катамаране «Моряк Попай»,Активные,Комбинаторное,"Ищете луфаря в Сочи? Место на катамаране, 2 800 ₽/чел. Бронь +7 918 304-40-00",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Карты,Не определено,Смартфоны,iOS,Wi-Fi,Мужской,35-44 года,2–5%,Не определено,0.00,1,0,0,-,-,0.00,-,0.33,0.00,33.04,2.00,-,-,-
28.08.2026,G11 - луфарь,5793060067,Автотаргетинг,,-,0,-,0,катамаран на фойлах,Широкие запросы,Запросы без упоминания брендов,-,,1919656966051937203,Луфарь на катамаране «Моряк Попай»,Активные,Комбинаторное,"Рыбалка на луфаря в Сочи: «Моряк Попай», билет 2 800 ₽/чел., 3 часа. Снасти на борту.",https://boat-sochi.ru/gruppovaja_ribalka?utm_source=yandex&utm_medium=cpc&utm_campaign=epk_gruppovaya_rybalka_popaj&utm_content=G11_lufar&utm_term={PHRASE},-,-,-,-,Текстово-графический,Оригинальный,,,,Поиск,Прочее,Не определено,Смартфоны,Android,Wi-Fi,Мужской,35-44 года,Остальные,Не определено,0.00,1,0,0,-,-,0.00,-,0.75,0.00,74.98,6.00,-,-,-
